Date,Open,High,Low,Close,Volume,OpenInt,Action
2015-07-13,40.986000000000004,41.7,40.955999999999996,41.406000000000006,12372635,0,-1
2015-07-14,41.036,41.443999999999996,40.303000000000004,41.055,13012495,0,0
2015-07-15,40.403,41.211000000000006,39.426,40.546,18361652,0,0
2015-07-16,40.811,41.211000000000006,40.313,40.403,12407878,0,1
2015-07-17,40.497,40.841,40.253,40.413000000000004,9974310,0,-1
2015-07-20,40.556,40.713,39.474000000000004,39.58,7833028,0,1
2015-07-21,39.532,40.313,39.522,39.923,7478760,0,0
2015-07-22,39.982,40.615,39.982,40.44,8506115,0,0
2015-07-23,41.75899999999999,42.763000000000005,40.996,41.592,16985803,0,-1
2015-07-24,41.973,42.08,38.673,38.681999999999995,20645989,0,1
2015-07-27,38.681999999999995,39.834,37.97,39.179,12366899,0,0
2015-07-28,39.218,40.393,39.218,40.185,8386457,0,-1
2015-07-29,40.107,40.343,39.474000000000004,39.757,6967951,0,0
2015-07-30,39.609,39.953,38.967,39.308,5999195,0,0
2015-07-31,39.56,39.57,38.927,39.14,7126131,0,1
2015-08-03,39.278,40.851,39.248000000000005,40.713,9488664,0,0
2015-08-04,41.141999999999996,41.748999999999995,40.879,41.72,13681213,0,0
2015-08-05,41.824,42.263999999999996,41.571999999999996,41.933,7766642,0,-1
2015-08-06,42.31399999999999,42.51,40.858000000000004,41.268,7558936,0,0
2015-08-07,41.298,41.562,40.504,40.592,5712125,0,1
2015-08-10,40.848,41.512,40.553000000000004,40.779,7012241,0,0
2015-08-11,40.838,42.481,40.75,41.778,10606009,0,-1
2015-08-12,41.453,41.75899999999999,39.801,41.601000000000006,10665440,0,1
2015-08-13,41.833999999999996,42.343,41.356,41.748999999999995,6751809,0,0
2015-08-14,41.434,42.236000000000004,41.434,41.953,4965172,0,0
2015-08-17,42.032,43.059,41.893,43.001000000000005,8570641,0,-1
2015-08-18,43.108000000000004,43.488,42.305,42.687,6456726,0,0
2015-08-19,42.589,43.313,42.275,42.589,8558987,0,0
2015-08-20,41.913000000000004,42.57899999999999,40.876999999999995,41.073,9102440,0,0
2015-08-21,40.504,40.7,38.89,38.89,16600588,0,0
2015-08-24,35.025999999999996,39.04,33.361999999999995,36.806,20046159,0,0
2015-08-25,38.539,38.635999999999996,36.679,36.689,13103667,0,1
2015-08-26,37.931999999999995,38.165,36.171,38.010999999999996,16026370,0,0
2015-08-27,38.323,38.598,37.149,38.185,14098480,0,-1
2015-08-28,38.089,38.723,37.52,37.784,12086265,0,1
2015-08-31,37.794000000000004,38.9,37.784,38.137,12683889,0,0
2015-09-01,37.794000000000004,38.95,37.668,38.353,16397189,0,0
2015-09-02,39.104,40.611999999999995,38.94,40.611999999999995,19743659,0,-1
2015-09-03,40.934,41.004,39.898,40.005,10124542,0,0
2015-09-04,39.525999999999996,40.427,39.282,39.723,9953649,0,1
2015-09-08,40.389,40.681,39.811,39.918,11053738,0,0
2015-09-09,40.259,41.268,39.751999999999995,40.113,12757074,0,0
2015-09-10,40.494,40.974,39.829,40.319,9384216,0,0
2015-09-11,40.329,41.239,40.162,41.239,8826064,0,0
2015-09-14,41.258,41.581,40.934,41.376000000000005,7525233,0,0
2015-09-15,41.443000000000005,41.923,40.983999999999995,41.718999999999994,7164226,0,0
2015-09-16,41.482,42.31399999999999,41.327,42.128,7873361,0,0
2015-09-17,42.178000000000004,43.625,42.06,43.04,13119305,0,-1
2015-09-18,42.49100000000001,43.078,42.343,42.55,12721910,0,0
2015-09-21,42.775,43.059,41.953,42.295,6835006,0,0
2015-09-22,41.843999999999994,42.148,40.035,40.299,12759525,0,1
2015-09-23,40.427,40.602,39.623000000000005,40.349000000000004,8431123,0,-1
2015-09-24,40.259,40.259,39.058,39.381,10739515,0,0
2015-09-25,40.045,40.143,39.058,39.371,7691223,0,0
2015-09-28,39.01,39.312,37.804,38.234,9848670,0,1
2015-09-29,38.204,38.91,37.952,38.333,7644002,0,-1
2015-09-30,38.333,38.821999999999996,36.904,37.991,16173450,0,1
2015-10-01,37.668,38.42,37.022,38.353,9377795,0,-1
2015-10-02,37.912,37.931999999999995,36.611,37.794000000000004,12547540,0,1
2015-10-05,38.059,39.43,37.981,39.321999999999996,9630034,0,-1
2015-10-06,39.086,39.497,37.256,37.304,13319944,0,1
2015-10-07,37.58,38.559,36.943000000000005,38.46,10746084,0,0
2015-10-08,38.363,39.162,37.863,38.88,8491734,0,0
2015-10-09,39.4,41.571000000000005,39.381,41.501999999999995,17207002,0,0
2015-10-12,41.669,42.931999999999995,41.629,42.891999999999996,11695577,0,-1
2015-10-13,41.769,43.02,41.601000000000006,42.471000000000004,13543068,0,1
2015-10-14,43.049,43.537,42.295,42.852,11371610,0,0
2015-10-15,43.145,43.518,42.559,43.498000000000005,8366221,0,-1
2015-10-16,43.001000000000005,43.068000000000005,41.933,42.765,11828695,0,1
2015-10-19,42.882,43.528,42.677,43.488,9132082,0,0
2015-10-20,43.576,44.202,43.488,43.821000000000005,6510755,0,-1
2015-10-21,43.528,44.201,43.136,43.353,7094621,0,1
2015-10-22,43.919,45.013999999999996,43.402,44.995,14763869,0,-1
2015-10-23,45.367,45.417,42.861999999999995,44.681999999999995,20729678,0,1
2015-10-26,44.38,45.562,44.018,45.465,11269913,0,-1
2015-10-27,45.407,45.681000000000004,44.662,45.455,6974831,0,0
2015-10-28,45.201,45.358000000000004,44.251000000000005,44.868,7798340,0,0
2015-10-29,44.641999999999996,45.102,44.231,44.868,5349993,0,0
2015-10-30,44.781000000000006,45.75899999999999,44.722,45.221000000000004,8779558,0,0
2015-11-02,45.201,45.806999999999995,45.201,45.465,6326115,0,0
2015-11-03,46.102,46.17100000000001,45.181000000000004,45.591,7122191,0,-1
2015-11-04,45.513999999999996,45.543,44.268,44.74,8241082,0,0
2015-11-05,44.809,44.93600000000001,44.151,44.71,5982243,0,0
2015-11-06,44.621,45.073,44.169,44.456,11901867,0,0
2015-11-09,44.288000000000004,44.328,43.691,43.778999999999996,7358208,0,0
2015-11-10,43.787,44.278,43.159,43.621,6053434,0,0
2015-11-11,43.886,44.073,43.504,43.523999999999994,4504812,0,0
2015-11-12,43.426,43.651,42.966,43.044,6069445,0,0
2015-11-13,42.816,43.368,42.278,42.603,7635099,0,0
2015-11-16,41.582,42.004,41.034,41.994,10404137,0,0
2015-11-17,42.161,42.611999999999995,41.23,41.473,9787503,0,0
2015-11-18,41.493,41.493,40.209,40.934,11291351,0,1
2015-11-19,41.121,41.895,41.073,41.473,6675675,0,-1
2015-11-20,41.571999999999996,41.875,41.23,41.376999999999995,5768473,0,1
2015-11-23,41.288999999999994,41.905,40.994,41.473,4248917,0,-1
2015-11-24,40.219,40.828,39.66,40.426,7728727,0,1
2015-11-25,40.542,40.69,40.16,40.503,4361719,0,0
2015-11-27,40.571999999999996,41.426,40.368,40.876999999999995,3127739,0,-1
2015-11-30,40.934,41.17,40.179,40.455,6579192,0,1
2015-12-01,40.66,42.456,40.493,42.416000000000004,9090256,0,0
2015-12-02,43.229,43.661,42.681000000000004,42.966,8169708,0,-1
2015-12-03,42.797,43.73,42.083,42.426,7379258,0,1
2015-12-04,42.966,44.111999999999995,42.966,44.093,9649204,0,0
2015-12-07,44.466,45.581,44.338,44.887,9089074,0,-1
2015-12-08,44.218,44.621,43.208999999999996,43.681000000000004,9223653,0,0
2015-12-09,43.43600000000001,44.308,42.346000000000004,42.797,8160249,0,1
2015-12-10,42.93600000000001,43.611999999999995,42.691,43.229,8113944,0,-1
2015-12-11,42.43600000000001,42.739,41.24,41.269,10438917,0,0
2015-12-14,41.435,42.034,40.278,40.954,10992604,0,1
2015-12-15,41.15,41.983999999999995,41.101000000000006,41.771,7238561,0,0
2015-12-16,42.151,42.641999999999996,41.299,42.356,8007160,0,-1
2015-12-17,42.483999999999995,43.093,41.621,41.631,7368700,0,0
2015-12-18,40.799,41.483000000000004,39.906,40.288000000000004,18164381,0,1
2015-12-21,40.542,41.602,40.542,41.571999999999996,6728811,0,0
2015-12-22,41.731,42.239,41.533,42.059,5818273,0,0
2015-12-23,41.945,42.534,41.602,42.446000000000005,6214884,0,0
2015-12-24,42.426,43.328,42.268,42.956,3372930,0,-1
2015-12-28,42.769,43.178999999999995,42.073,42.386,4230605,0,1
2015-12-29,42.406000000000006,42.769,42.191,42.652,4086690,0,-1
2015-12-30,42.787,42.787,41.631,41.965,5179393,0,0
2015-12-31,41.711000000000006,41.74100000000001,41.013999999999996,41.523,6302723,0,0
2016-01-04,40.483000000000004,40.543,39.513000000000005,40.111,11912819,0,0
2016-01-05,40.378,40.68,39.168,39.73,10152872,0,1
2016-01-06,39.268,40.885999999999996,39.218,40.426,12050929,0,-1
2016-01-07,40.17,40.71,38.906,39.66,10947946,0,0
2016-01-08,40.141,40.552,39.475,39.580999999999996,8372610,0,1
2016-01-11,39.769,40.398,39.119,40.278,16193530,0,0
2016-01-12,40.348,41.533,39.69,41.18,12311763,0,-1
2016-01-13,41.347,41.905,38.885999999999996,39.318000000000005,12069547,0,1
2016-01-14,39.427,39.984,38.103,39.759,11105517,0,-1
2016-01-15,38.278,39.109,37.623000000000005,38.005,18159544,0,1
2016-01-19,38.817,39.006,37.465,38.103,10715004,0,0
2016-01-20,37.777,39.069,35.494,38.297,15504121,0,0
2016-01-21,38.169000000000004,39.218,37.278,39.016,9024792,0,0
2016-01-22,39.218,39.926,38.797,39.378,6881147,0,-1
2016-01-25,39.238,39.378,38.063,38.123000000000005,9247133,0,1
2016-01-26,37.975,38.976,37.689,38.866,7501387,0,0
2016-01-27,39.368,40.073,38.709,38.916,9281723,0,-1
2016-01-28,38.836,39.016,36.925,37.395,16423002,0,1
2016-01-29,36.787,38.321999999999996,35.884,38.228,19690668,0,0
2016-02-01,38.238,39.158,37.876,38.613,12096738,0,-1
2016-02-02,38.073,38.208,36.279,36.308,11929476,0,1
2016-02-03,36.650999999999996,36.875,35.058,36.777,11627277,0,0
2016-02-04,36.611999999999995,37.846,35.983000000000004,37.465,8293456,0,-1
2016-02-05,36.974000000000004,37.738,35.819,36.032,9401814,0,0
2016-02-08,35.473,35.55,34.176,34.951,11545595,0,1
2016-02-09,34.342,36.132,34.321999999999996,35.58,10426723,0,0
2016-02-10,35.954,37.006,35.915,36.495,7786263,0,-1
2016-02-11,35.855,36.594,35.56,35.875,6204725,0,1
2016-02-12,36.3,37.34,35.808,37.183,8942730,0,0
2016-02-16,37.489000000000004,38.119,36.897,37.96,6579767,0,0
2016-02-17,38.293,39.157,38.214,38.677,8071652,0,0
2016-02-18,38.696,39.014,38.303000000000004,38.874,9252482,0,0
2016-02-19,38.501,39.396,38.382,39.09,10789490,0,0
2016-02-22,39.466,40.241,39.396,40.150999999999996,9635176,0,-1
2016-02-23,39.876999999999995,40.122,39.494,39.7,6033496,0,1
2016-02-24,39.347,40.141999999999996,38.725,39.976,5895013,0,0
2016-02-25,40.074,40.683,39.73,40.663000000000004,6572777,0,-1
2016-02-26,40.802,40.899,39.7,40.181,6786991,0,1
2016-02-29,40.083,40.644,39.818000000000005,40.31,5209533,0,0
2016-03-01,40.743,41.31399999999999,40.37,41.125,7558154,0,-1
2016-03-02,40.772,41.096000000000004,40.594,40.889,7619722,0,1
2016-03-03,40.821,41.528,40.535,41.174,8319605,0,-1
2016-03-04,41.458999999999996,41.458999999999996,40.723,40.928000000000004,9509163,0,1
2016-03-07,40.614000000000004,41.518,40.211,41.42100000000001,6604308,0,-1
2016-03-08,40.604,40.713,39.376999999999995,40.083,7946478,0,1
2016-03-09,40.054,41.018,39.838,40.948,8039157,0,-1
2016-03-10,41.401,41.401,40.221,40.928000000000004,5913771,0,1
2016-03-11,41.184,41.785,40.998000000000005,41.757,5606049,0,0
2016-03-14,41.597,41.981,41.411,41.871,4646236,0,-1
2016-03-15,41.586999999999996,41.772,41.273999999999994,41.401,4521506,0,1
2016-03-16,41.105,41.717,40.889,41.597,4875033,0,-1
2016-03-17,41.597,41.597,41.115,41.391000000000005,6062722,0,1
2016-03-18,41.597,42.79600000000001,41.047,42.708,13981410,0,0
2016-03-21,42.591,43.043,42.551,42.738,4837844,0,-1
2016-03-22,41.294,42.295,41.135,42.041000000000004,6836718,0,0
2016-03-23,42.08,42.138000000000005,40.879,41.214,9747529,0,0
2016-03-24,41.174,41.244,39.513000000000005,39.818000000000005,12729512,0,1
2016-03-28,40.31,40.644,39.65,40.221,6327875,0,0
2016-03-29,40.211,40.732,40.083,40.653,6479244,0,0
2016-03-30,41.047,41.361999999999995,40.663000000000004,40.683,5803689,0,-1
2016-03-31,40.802,40.978,40.29,40.32,7846908,0,0
2016-04-01,39.455999999999996,39.485,38.61,38.854,10607964,0,0
2016-04-04,39.138000000000005,39.561,38.493,38.705999999999996,7450812,0,0
2016-04-05,38.472,38.715,38.089,38.274,7307281,0,0
2016-04-06,38.412,38.412,37.693000000000005,38.244,5473248,0,0
2016-04-07,38.01,38.391999999999996,37.271,37.713,7589280,0,1
2016-04-08,38.049,38.069,37.479,37.851,5654262,0,0
2016-04-11,38.137,38.884,38.02,38.079,7461890,0,0
2016-04-12,38.165,38.765,38.109,38.531,5492126,0,0
2016-04-13,38.638000000000005,39.336999999999996,38.234,39.266999999999996,11734650,0,0
2016-04-14,39.66,40.958,39.571,40.475,9621873,0,-1
2016-04-15,40.604,40.663000000000004,40.034,40.221,6433879,0,1
2016-04-18,40.485,40.565,39.754,40.231,4912109,0,0
2016-04-19,40.3,41.056999999999995,40.275999999999996,40.644,6261457,0,-1
2016-04-20,40.663000000000004,41.008,40.418,40.565,4683124,0,0
2016-04-21,40.111999999999995,40.241,39.128,39.336999999999996,10215707,0,0
2016-04-22,37.046,37.841,36.385999999999996,37.567,20018089,0,0
2016-04-25,37.516999999999996,37.751999999999995,36.295,36.376,12279512,0,0
2016-04-26,36.644,36.857,35.649,36.3,14355758,0,0
2016-04-27,36.171,36.663000000000004,35.905,36.092,11830672,0,0
2016-04-28,36.415,36.465,35.286,35.365,9269099,0,0
2016-04-29,35.205999999999996,35.226,33.528,34.106,16384003,0,0
2016-05-02,34.5,34.673,33.919000000000004,33.949,8381820,0,1
2016-05-03,34.273,34.283,33.376,34.096,10073716,0,-1
2016-05-04,33.692,33.82,32.539,32.745,12276421,0,0
2016-05-05,32.814,33.052,32.271,32.346,11106004,0,1
2016-05-06,32.213,32.686,31.739,32.558,11844848,0,-1
2016-05-09,32.568000000000005,33.326,32.479,32.479,7671601,0,1
2016-05-10,32.775,33.326,32.626999999999995,33.296,7611787,0,-1
2016-05-11,33.207,33.564,32.39,32.399,7670761,0,0
2016-05-12,32.548,32.558,30.851,30.891,13743729,0,1
2016-05-13,30.655,31.561999999999998,30.645,31.069000000000003,9578217,0,0
2016-05-16,31.364,31.848000000000003,30.557,31.671,11611237,0,0
2016-05-17,31.798000000000002,32.824,31.572,32.184,12684776,0,-1
2016-05-18,32.154,32.891999999999996,31.886999999999997,32.154,7854095,0,0
2016-05-19,31.828000000000003,32.135,31.245,31.7,8179424,0,0
2016-05-20,31.848000000000003,32.351,31.503,31.557,6628688,0,0
2016-05-23,31.581999999999997,31.838,31.255,31.284000000000002,6142610,0,1
2016-05-24,31.444000000000003,31.823,31.404,31.7,6481173,0,0
2016-05-25,31.936999999999998,32.439,31.651,31.71,6796763,0,-1
2016-05-26,31.68,31.888,30.93,31.069000000000003,6756470,0,1
2016-05-27,31.159000000000002,31.394000000000002,30.974,31.209,8106503,0,0
2016-05-31,31.304000000000002,31.523000000000003,30.891,31.464000000000002,8100627,0,0
2016-06-01,31.494,31.808000000000003,31.284000000000002,31.503,5918261,0,-1
2016-06-02,31.226,31.621,31.139,31.226,6491798,0,0
2016-06-03,31.149,31.149,29.944000000000003,30.378,12022474,0,1
2016-06-06,30.339000000000002,30.861,29.954,30.823,7826231,0,0
2016-06-07,31.02,32.409,30.665,31.906999999999996,11807840,0,0
2016-06-08,32.174,32.509,31.768,32.055,7819115,0,0
2016-06-09,31.798000000000002,33.111,31.798000000000002,32.931999999999995,7687439,0,-1
2016-06-10,32.341,33.010999999999996,32.184,32.676,7610718,0,0
2016-06-13,32.529,32.529,31.199,31.354,8725884,0,0
2016-06-14,31.364,31.523000000000003,29.6,29.934,12496383,0,1
2016-06-15,30.221999999999998,30.665,30.024,30.063000000000002,7063675,0,-1
2016-06-16,29.381999999999998,29.381999999999998,28.613000000000003,28.733,17433869,0,1
2016-06-17,28.693,29.136999999999997,28.445999999999998,28.928,13469763,0,0
2016-06-20,29.333000000000002,29.964000000000002,29.226999999999997,29.293000000000003,7994262,0,0
2016-06-21,29.866,29.964000000000002,29.273000000000003,29.6,8494311,0,-1
2016-06-22,29.63,29.905,29.401999999999997,29.461,6072515,0,1
2016-06-23,29.826999999999998,30.063000000000002,29.353,29.905,8768829,0,-1
2016-06-24,27.805,28.1,26.660999999999998,26.660999999999998,22656496,0,0
2016-06-27,26.475,26.475,24.502,24.916,21803173,0,1
2016-06-28,25.754,26.505,25.398000000000003,26.395,18605152,0,0
2016-06-29,26.564,27.671999999999997,26.564,27.311,14467032,0,0
2016-06-30,27.471,27.915,27.105,27.915,10858671,0,0
2016-07-01,27.865,29.107,27.805,28.918000000000003,12711076,0,-1
2016-07-05,28.683000000000003,28.753,27.795,28.525,8964162,0,0
2016-07-06,27.371,28.002,26.74,27.953000000000003,17842094,0,1
2016-07-07,27.991999999999997,29.057,27.915,28.988000000000003,11406052,0,0
2016-07-08,29.381999999999998,29.851999999999997,29.283,29.62,12641980,0,0
2016-07-11,29.807,31.0,29.796999999999997,30.725,11926844,0,0
2016-07-12,32.321,34.402,32.291,34.176,24342236,0,-1
2016-07-13,34.51,34.796,33.637,33.969,14558714,0,1
2016-07-14,34.619,35.683,34.51,35.378,16242799,0,0
2016-07-15,35.013000000000005,35.554,34.826,35.378,8478674,0,0
2016-07-18,35.525,35.833,35.259,35.525,7829796,0,-1
2016-07-19,35.279,35.574,34.836,35.507,7776125,0,0
2016-07-20,35.564,36.211,34.895,35.417,12585816,0,0
2016-07-21,34.609,35.063,33.959,34.471,15714251,0,1
2016-07-22,35.939,36.048,35.102,35.851,14328746,0,-1
2016-07-25,35.842,35.889,35.023,35.299,9359031,0,1
2016-07-26,35.407,36.167,35.150999999999996,36.038000000000004,8548196,0,-1
2016-07-27,35.988,36.088,35.397,35.693000000000005,6267159,0,1
2016-07-28,35.564,36.018,35.249,35.833,5982693,0,-1
2016-07-29,35.753,36.225,35.003,35.003,8711270,0,1
2016-08-01,35.043,35.249,34.609,35.102,6737530,0,-1
2016-08-02,34.895,34.905,32.912,33.042,10974056,0,1
2016-08-03,33.101,33.584,32.803000000000004,33.111,7471017,0,0
2016-08-04,33.199,33.397,32.635999999999996,33.208,5751595,0,0
2016-08-05,33.336999999999996,34.336999999999996,33.306999999999995,34.059,15302338,0,-1
2016-08-08,33.842,34.494,33.742,33.971,5716937,0,1
2016-08-09,34.821,35.108000000000004,34.159,34.207,6805055,0,-1
2016-08-10,34.207,34.366,33.367,33.802,5441588,0,1
2016-08-11,33.872,34.692,33.861999999999995,34.574,7127847,0,-1
2016-08-12,34.357,34.781,34.277,34.534,5748217,0,1
2016-08-15,34.574,35.652,34.514,35.474000000000004,6835057,0,0
2016-08-16,35.275999999999996,36.383,35.236,36.343,8815364,0,-1
2016-08-17,36.275999999999996,36.343,35.791,36.196,7872611,0,1
2016-08-18,36.027,36.291,35.652,36.266,4918969,0,-1
2016-08-19,36.037,36.333,35.702,36.086999999999996,6298788,0,0
2016-08-22,35.929,36.077,35.464,35.602,4883129,0,1
2016-08-23,35.919000000000004,36.246,35.781,35.997,5095484,0,0
2016-08-24,35.869,36.582,35.792,36.246,5365355,0,0
2016-08-25,35.938,36.532,35.919000000000004,36.314,5151934,0,-1
2016-08-26,36.275999999999996,36.431999999999995,35.622,35.85,5642144,0,0
2016-08-29,35.731,36.007,35.652,35.771,4385312,0,1
2016-08-30,35.059,36.942,34.959,36.641999999999996,13722356,0,-1
2016-08-31,36.562,36.571999999999996,35.236,35.899,12080193,0,0
2016-09-01,36.126999999999995,36.305,35.484,35.84,6181463,0,1
2016-09-02,35.602,36.296,35.602,36.126999999999995,5111658,0,0
2016-09-06,36.047,36.562,35.958,36.552,4777358,0,0
2016-09-07,37.086999999999996,39.083,37.007,38.311,13016757,0,0
2016-09-08,38.251999999999995,38.976,38.006,38.906,6370384,0,-1
2016-09-09,38.571,38.906,37.748000000000005,38.066,8116334,0,0
2016-09-12,36.808,37.955999999999996,36.216,37.916,10821844,0,0
2016-09-13,37.698,37.887,36.808,36.957,8752403,0,0
2016-09-14,36.592,36.788000000000004,35.85,35.986999999999995,7597576,0,1
2016-09-15,35.909,36.226,35.454,36.007,7486944,0,-1
2016-09-16,35.859,35.958,35.078,35.098,9045344,0,0
2016-09-19,35.266,35.711,34.959,35.049,5142148,0,0
2016-09-20,35.356,35.464,34.742,34.760999999999996,5694739,0,0
2016-09-21,34.614000000000004,34.760999999999996,33.527,34.287,9696348,0,1
2016-09-22,34.574,35.632,34.465,34.861,7018542,0,0
2016-09-23,34.911,35.275999999999996,34.574,35.157,4337266,0,-1
2016-09-26,34.801,35.153,34.475,34.544000000000004,6926948,0,1
2016-09-27,34.594,35.726,34.514,35.602,4742371,0,-1
2016-09-28,35.701,36.452,35.38,35.444,5870329,0,0
2016-09-29,35.256,36.196,35.205999999999996,35.424,5890241,0,1
2016-09-30,35.582,36.582,35.464,36.205999999999996,6629132,0,0
2016-10-03,36.056999999999995,37.332,35.929,37.283,8433727,0,-1
2016-10-04,37.966,38.351,37.135999999999996,37.215,8488630,0,1
2016-10-05,37.402,37.693000000000005,36.897,37.452,4451525,0,0
2016-10-06,37.412,37.797,37.155,37.748000000000005,4872170,0,-1
2016-10-07,37.827,38.056999999999995,36.986999999999995,37.312,4852520,0,1
2016-10-10,37.531,38.521,37.056999999999995,38.461,6514233,0,-1
2016-10-11,39.547,39.547,37.64,37.777,9332768,0,0
2016-10-12,37.698,37.961,36.946999999999996,36.967,7112275,0,1
2016-10-13,36.542,39.065,36.394,38.806,14201311,0,-1
2016-10-14,39.016,39.48,38.158,38.222,8420646,0,0
2016-10-17,38.232,39.291,37.946,38.153,5192013,0,1
2016-10-18,38.411,39.451,38.411,38.916,9956451,0,0
2016-10-19,39.046,40.36,38.966,40.251,12202300,0,-1
2016-10-20,40.477,40.477,38.981,40.141,14076098,0,0
2016-10-21,39.529,39.801,39.211,39.461,9201528,0,0
2016-10-24,39.806,40.101,39.330999999999996,39.391,6351848,0,0
2016-10-25,39.221,39.984,38.926,39.251,5913624,0,0
2016-10-26,38.144,39.816,37.787,38.885999999999996,10008795,0,1
2016-10-27,39.016,39.736,38.826,39.47,6434695,0,0
2016-10-28,39.411,40.121,39.361,39.616,6680021,0,0
2016-10-31,39.865,40.36,39.635999999999996,40.150999999999996,6027658,0,-1
2016-11-01,40.062,40.4,39.126,39.361,9129509,0,0
2016-11-02,39.281,39.806,39.181,39.271,5333370,0,0
2016-11-03,39.441,39.897,38.965,39.045,6058337,0,1
2016-11-04,38.935,39.876999999999995,38.905,39.400999999999996,6775439,0,0
2016-11-07,40.044000000000004,41.295,39.966,41.135,8264919,0,0
2016-11-08,41.066,41.492,40.669000000000004,41.343,5707306,0,0
2016-11-09,40.413000000000004,42.38399999999999,40.093,42.048,8253029,0,-1
2016-11-10,42.343999999999994,43.02,41.788999999999994,41.938,8446810,0,1
2016-11-11,41.711000000000006,42.583,41.325,42.563,6504213,0,0
2016-11-14,42.643,43.236999999999995,42.613,43.03,7840661,0,0
2016-11-15,44.615,44.894,43.217,44.378,13280164,0,-1
2016-11-16,44.278,44.413000000000004,43.555,44.07,6161615,0,1
2016-11-17,44.011,45.458,43.673,45.43899999999999,8456023,0,0
2016-11-18,45.756,46.092,45.23,45.855,7495360,0,-1
2016-11-21,46.062,46.351000000000006,45.556000000000004,45.68600000000001,6453497,0,0
2016-11-22,45.636,46.548,45.556000000000004,45.68600000000001,5737491,0,0
2016-11-23,45.656000000000006,45.994,45.31,45.943999999999996,4963483,0,0
2016-11-25,45.943999999999996,46.46,45.903999999999996,46.42,2246383,0,-1
2016-11-28,46.24100000000001,46.483999999999995,45.27,46.102,7232614,0,1
2016-11-29,46.192,46.736999999999995,45.776,46.488,4894983,0,-1
2016-11-30,45.746,46.46,45.031000000000006,46.042,7569233,0,0
2016-12-01,45.805,46.687,45.27,45.358999999999995,7022736,0,1
2016-12-02,45.696000000000005,46.46,45.516999999999996,45.706,6192993,0,-1
2016-12-05,46.052,46.141999999999996,45.19,45.33,5209907,0,1
2016-12-06,45.766000000000005,46.152,45.527,46.032,5002489,0,0
2016-12-07,46.211999999999996,48.516000000000005,46.122,48.233999999999995,9689665,0,-1
2016-12-08,48.184,48.184,47.292,47.638999999999996,6243708,0,1
2016-12-09,48.849,50.207,48.324,49.216,9664875,0,-1
2016-12-12,48.74,48.919,47.034,47.183,8443757,0,1
2016-12-13,47.53,48.075,47.302,47.431000000000004,6071167,0,0
2016-12-14,47.431000000000004,48.333,47.397,47.51,5023228,0,0
2016-12-15,47.68899999999999,49.523,47.68899999999999,47.887,7388415,0,-1
2016-12-16,48.193999999999996,48.65,47.153,47.223,8469978,0,1
2016-12-19,47.48,48.184,47.332,48.165,4645309,0,0
2016-12-20,48.085,49.077,48.085,48.799,4690451,0,0
2016-12-21,48.919,49.473,48.809,49.047,3799752,0,-1
2016-12-22,48.928000000000004,49.027,48.045,48.273999999999994,3524373,0,0
2016-12-23,48.193999999999996,48.423,47.872,48.065,2895098,0,1
2016-12-27,47.876999999999995,48.501000000000005,47.728,48.193999999999996,2765405,0,-1
2016-12-28,48.31399999999999,48.413000000000004,47.203,47.263000000000005,4109818,0,0
2016-12-29,47.391999999999996,47.589,46.558,46.846000000000004,3689989,0,0
2016-12-30,47.013999999999996,47.253,46.071999999999996,46.291000000000004,4533779,0,0
2017-01-03,46.876000000000005,46.93600000000001,45.74100000000001,45.903999999999996,6709362,0,1
2017-01-04,46.232,47.028999999999996,45.95399999999999,46.301,5750132,0,-1
2017-01-05,46.122,46.528,45.22,45.507,6292690,0,1
2017-01-06,45.458,46.321000000000005,45.081,45.815,7071325,0,0
2017-01-09,45.61600000000001,46.93600000000001,45.388999999999996,46.678000000000004,4554264,0,0
2017-01-10,46.598,48.095,46.568000000000005,48.065,7269467,0,0
2017-01-11,48.869,49.473,47.68899999999999,48.224,6368939,0,-1
2017-01-12,48.254,48.581,46.44,47.68899999999999,5345892,0,0
2017-01-13,47.748000000000005,48.016000000000005,47.133,47.243,3510597,0,0
2017-01-17,47.153,47.342,46.271,46.351000000000006,5265848,0,1
2017-01-18,46.321000000000005,47.391999999999996,46.251000000000005,47.233000000000004,4921797,0,-1
2017-01-19,47.233000000000004,47.678999999999995,46.479,46.856,3709919,0,1
2017-01-20,47.133,47.748000000000005,46.836000000000006,47.589,5486519,0,-1
2017-01-23,47.49,47.678999999999995,46.351000000000006,46.538000000000004,4135251,0,1
2017-01-24,46.648,47.391999999999996,46.4,47.133,4870662,0,0
2017-01-25,47.49,47.798,47.203,47.5,4491853,0,0
2017-01-26,48.016000000000005,49.285,47.986000000000004,49.166000000000004,10075666,0,-1
2017-01-27,49.571999999999996,49.571999999999996,46.321000000000005,46.548,18594721,0,0
2017-01-30,45.23,45.527,43.486000000000004,44.507,16129403,0,0
2017-01-31,44.408,44.457,43.368,43.872,11151281,0,0
2017-02-01,44.368,44.615,43.535,43.673,7893687,0,0
2017-02-02,43.236999999999995,44.138999999999996,43.196999999999996,43.633,7627666,0,1
2017-02-03,43.931999999999995,44.168,43.388999999999996,43.821999999999996,6412742,0,0
2017-02-06,44.418,45.21,44.358000000000004,44.913000000000004,6341177,0,-1
2017-02-07,45.358999999999995,45.736000000000004,44.625,44.784,5699376,0,0
